subject_id	subject_label	subject_type	subject_category	predicate_id	object_id	object_type	object_category	object_label	comment	author_id	mapping_provider	mapping_date
dwc:order	Order	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:order	rdf property	dwc:IdentificationTaxon	Order		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:family	Family	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:family	rdf property	dwc:IdentificationTaxon	Family		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:subfamily	Subfamily	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subfamily	rdf property	dwc:IdentificationTaxon	Subfamily		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:genus	Genus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:genus	rdf property	dwc:IdentificationTaxon	Genus		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:genericName	Generic Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:genericName	rdf property	dwc:IdentificationTaxon	Generic Name		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:subgenus	Subgenus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subgenus	rdf property	dwc:IdentificationTaxon	Subgenus		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:infragenericEpithet	Infrageneric Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:infragenericEpithet	rdf property	dwc:IdentificationTaxon	Infrageneric Epithet		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:specificEpithet	Specific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:specificEpithet	rdf property	dwc:IdentificationTaxon	Specific Epithet		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:infraspecificEpithet	rdf property	dwc:IdentificationTaxon	Infraspecific Epithet		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:cultivarEpithet	Cultivar Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:cultivarEpithet	rdf property	dwc:IdentificationTaxon	Cultivar Epithet		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:nomenclaturalCode	Nomenclatural Code	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:nomenclaturalCode	rdf property	dwc:IdentificationTaxon	Nomenclatural Code		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:nomenclaturalStatus	Nomenclatural Status	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:nomenclaturalStatus	rdf property	dwc:IdentificationTaxon	Nomenclatural Status		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:namePublishedInYear	Name Published In Year	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:namePublishedInYear	rdf property	dwc:IdentificationTaxon	Name Published In Year		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:license	License	rdf property	ods:DigitalSpecimen	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:license	rdf property	dwc:UsagePolicy	License		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:accessRights	Access Rights	rdf property	ods:DigitalSpecimen	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:accessRights	rdf property	dwc:UsagePolicy	Access Rights		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:rightsHolder	Rights Holder	rdf property	ods:DigitalSpecimen	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:rightsHolder	rdf property	dwc:UsagePolicy	Rights Holder		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:geologicalContextID	Geological Context ID	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:geologicalContextID	rdf property	dwc:GeologicalContext	Geological Context ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:earliestEonOrLowestEonothem	Earliest Eon Or Lowest Eonothem	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestEonOrLowestEonothem	rdf property	dwc:GeologicalContext	Earliest Eon Or Lowest Eonothem		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:latestEonOrHighestEonothem	Latest Eon Or Highest Eonothem	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestEonOrHighestEonothem	rdf property	dwc:GeologicalContext	Latest Eon Or Highest Eonothem		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:earliestEraOrLowestErathem	Earliest Era Or Lowest Erathem	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestEraOrLowestErathem	rdf property	dwc:GeologicalContext	Earliest Era Or Lowest Erathem		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:latestEraOrHighestErathem	Latest Era Or Highest Erathem	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestEraOrHighestErathem	rdf property	dwc:GeologicalContext	Latest Era Or Highest Erathem		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:earliestPeriodOrLowestSystem	Earliest Period Or Lowest System	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestPeriodOrLowestSystem	rdf property	dwc:GeologicalContext	Earliest Period Or Lowest System		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:latestPeriodOrHighestSystem	Latest Period Or Highest System	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestPeriodOrHighestSystem	rdf property	dwc:GeologicalContext	Latest Period Or Highest System		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:earliestEpochOrLowestSeries	Earliest Epoch Or Lowest Series	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestEpochOrLowestSeries	rdf property	dwc:GeologicalContext	Earliest Epoch Or Lowest Series		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:latestEpochOrHighestSeries	Latest Epoch Or Highest Series	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestEpochOrHighestSeries	rdf property	dwc:GeologicalContext	Latest Epoch Or Highest Series		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:earliestAgeOrLowestStage	Earliest Age Or Lowest Stage	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestAgeOrLowestStage	rdf property	dwc:GeologicalContext	Earliest Age Or Lowest Stage		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:latestAgeOrHighestStage	Latest Age Or Highest Stage	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestAgeOrHighestStage	rdf property	dwc:GeologicalContext	Latest Age Or Highest Stage		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:lowestBiostratigraphicZone	Lowest Biostratigraphic Zone	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:lowestBiostratigraphicZone	rdf property	dwc:GeologicalContext	Lowest Biostratigraphic Zone		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:highestBiostratigraphicZone	Highest Biostratigraphic Zone	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:highestBiostratigraphicZone	rdf property	dwc:GeologicalContext	Highest Biostratigraphic Zone		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:lithostratigraphicTerms	Lithostratigraphic Terms	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:lithostratigraphicTerms	rdf property	dwc:GeologicalContext	Lithostratigraphic Terms		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:group	Group	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:group	rdf property	dwc:GeologicalContext	Group		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:formation	Formation	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:formation	rdf property	dwc:GeologicalContext	Formation		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:member	Member	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:member	rdf property	dwc:GeologicalContext	Member		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:bed	Bed	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:bed	rdf property	dwc:GeologicalContext	Bed		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:assertionID	Assertion ID	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:assertionID	rdf property	dwc:Assertion	Assertion ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementType	Measurement Type	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementType	rdf property	dwc:Assertion	Measurement Type		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwciri:measurementType	Measurement Type IRI	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwciri:measurementType	rdf property	dwc:Assertion	Measurement Type IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementDeterminedDate	Measurement Determined Date	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementDeterminedDate	rdf property	dwc:Assertion	Measurement Determined Date		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementValue	Measurement Value	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementValue	rdf property	dwc:Assertion	Measurement Value		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwciri:measurementValue	Measurement Value IRI	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwciri:measurementValue	rdf property	dwc:Assertion	Measurement Value IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementUnit	Measurement Unit	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementUnit	rdf property	dwc:Assertion	Measurement Unit		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwciri:measurementUnit	Measurement Unit IRI	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwciri:measurementUnit	rdf property	dwc:Assertion	Measurement Unit IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementDeterminedBy	Measurement Determined By	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementDeterminedBy	rdf property	dwc:Assertion	Measurement Determined By		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementDeterminedByID	Measurement Determined By ID	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementDeterminedByID	rdf property	dwc:Assertion	Measurement Determined By ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementMethod	Measurement Method	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementMethod	rdf property	dwc:Assertion	Measurement Method		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwciri:measurementMethod	Measurement Method IRI	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwciri:measurementMethod	rdf property	dwc:Assertion	Measurement Method IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementReferences	Measurement References	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementReferences	rdf property	dwc:Assertion	Measurement References		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:measurementRemarks	Measurement Remarks	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:measurementRemarks	rdf property	dwc:Assertion	Measurement Remarks		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:identifier	Identifier	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:agentID	rdf property	dwc:Agent	Agent ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:name	Name	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:agentRole	rdf property	dwc:Agent	Agent Role		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:position	Position	rdf property	ods:Role	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:agentRoleOrder	rdf property	dwc:Agent	Agent Role Order		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:startDate	Starte Date	rdf property	ods:Role	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:agentRoleDate	rdf property	dwc:Agent	Agent Role Date	Start and End date are parsed into a single field date, seperated by a `/`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:endDate	End Date	rdf property	ods:Role	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:agentRoleDate	rdf property	dwc:Agent	Agent Role Date	Start and End date are parsed into a single field date, seperated by a `/`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:identifier	Identifier	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc.referenceID	rdf property	dwc:BiobliographicResource	Reference ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:type	Type	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:referenceType	rdf property	dwc:BiobliographicResource	Type		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:bibliographicCitation	Bibliographic Citation	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:bibliographicCitation	rdf property	dwc:BiobliographicResource	Bibliographic Citation		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:date	Date	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:issued	rdf property	dwc:BiobliographicResource	Issues		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:title	Title	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:title	rdf property	dwc:BiobliographicResource	Title		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
ods:pageNumber	Page Number	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:pages	rdf property	dwc:BiobliographicResource	Pages		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
ods:isPeerReviewed	Is Peer Reviewed	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:peerReviewStatus	rdf property	dwc:BiobliographicResource	Peer Review Status		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:name	Name	rdf property	odsAgent	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:author	rdf property	dwc:BiobliographicResource	Author	Agent retrieved which has role `creator`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:identifier	Identifier	rdf property	odsAgent	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:authorID	rdf property	dwc:BiobliographicResource	Author ID	Agent retrieved which has role `creator`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:name	Name	rdf property	odsAgent	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:publisher	rdf property	dwc:BiobliographicResource	Publisher	Agent retrieved which has role `publihser`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:identifier	Identifier	rdf property	odsAgent	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:publisherID	rdf property	dwc:BiobliographicResource	Publisher ID	Agent retrieved which has role `publihser`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:description	Description	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:referenceRemarks	rdf property	dwc:BiobliographicResource	Remarks		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeID	Chronometric Age ID	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeID	rdf property	dwc:ChronometricAge	Chronometric Age ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:verbatimChronometricAge	Verbatim Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:verbatimChronometricAge	rdf property	dwc:ChronometricAge	Verbatim Chronometric Age		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeProtocol	Chronometric Age Protocol	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeProtocol	rdf property	dwc:ChronometricAge	Chronometric Age Protocol		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:uncalibratedChronometricAge	Uncalibrated Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:uncalibratedChronometricAge	rdf property	dwc:ChronometricAge	Uncalibrated Chronometric Age		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeConversionProtocol	Chronometric Age Conversion Protocol	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeConversionProtocol	rdf property	dwc:ChronometricAge	Chronometric Age Conversion Protocol		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:earliestChronometricAge	Earliest Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:earliestChronometricAge	rdf property	dwc:ChronometricAge	Earliest Chronometric Age		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:earliestChronometricAgeReferenceSystem	Earliest Chronometric Age Reference System	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:earliestChronometricAgeReferenceSystem	rdf property	dwc:ChronometricAge	Earliest Chronometric Age Reference System		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:latestChronometricAge	Latest Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:latestChronometricAge	rdf property	dwc:ChronometricAge	Latest Chronometric Age		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:latestChronometricAgeReferenceSystem	Latest Chronometric Age Reference System	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:latestChronometricAgeReferenceSystem	rdf property	dwc:ChronometricAge	Latest Chronometric Age Reference System		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeUncertaintyInYears	Chronometric Age Uncertainty In Years	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeUncertaintyInYears	rdf property	dwc:ChronometricAge	Chronometric Age Uncertainty In Years		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeUncertaintyMethod	Chronometric Age Uncertainty Method	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeUncertaintyMethod	rdf property	dwc:ChronometricAge	Chronometric Age Uncertainty Method		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:materialDated	Material Dated	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:materialDated	rdf property	dwc:ChronometricAge	Material Dated		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:materialDatedID	Material Dated ID	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:materialDatedID	rdf property	dwc:ChronometricAge	Material Dated ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:materialDatedRelationship	Material Dated Relationship	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:materialDatedRelationship	rdf property	dwc:ChronometricAge	Material Dated Relationship		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:identifier	Identifier	rdf property	odsAgent	http://www.w3.org/2004/02/skos/core#narrowMatch	chrono:chronometricAgeDeterminedBy	rdf property	dwc:ChronometricAge	Chronometric Age Determined By	Combines any agents attached to the Chronometric Age	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:name	Name	rdf property	odsAgent	http://www.w3.org/2004/02/skos/core#narrowMatch	chrono:chronometricAgeDeterminedByID	rdf property	dwc:ChronometricAge	Chronometric Age Determined By ID	Combines any agents attached to the Chronometric Age	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeDeterminedDate	Chronometric Age Determined Date	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeDeterminedDate	rdf property	dwc:ChronometricAge	Chronometric Age Determined Date		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeReferences	Chronometric Age References	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeReferences	rdf property	dwc:ChronometricAge	Chronometric Age References		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
chrono:chronometricAgeRemarks	Chronometric Age Remarks	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeRemarks	rdf property	dwc:ChronometricAge	Chronometric Age Remarks		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:identifier		rdf property	ods:EntityRelationship	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:resourceRelationshipID	rdf property	dwc:Relationship	Resource Relationship ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
ods:physicalSpecimenID	Physical Specimen ID	rdf property	ods:DigitalSpecimen	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subjectResourceID	rdf property	dwc:Relationship	Subject Resource ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:relationshipOfResource	Relationship of Resource	rdf property	ods:EntityRelationship	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:relationshipType	rdf property	dwc:Relationship	Relationship Type		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
ods:relatedResourceURI	Related Resource URI	rdf property	ods:EntityRelationship	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:externalResourceID	rdf property	dwc:Relationship	External Resource ID	URI is parsed to string. For now we only expect to supply external relationships	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:relationshipRemarks	Relationship Remarks	rdf property	ods:EntityRelationship	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:relationshipRemarks	rdf property	dwc:Relationship	Relationship Remarks		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:identifier	Identifier	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:relationshipAccordingToID	rdf property	dwc:Relationship	Relationship According To ID	Takes the first agent	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
schema:name	Name	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#narrowMatch	dwc:relationshipAccordingTo	rdf property	dwc:Relationship	Relationship According To	Takes the first agent	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dwc:relationshipEstablishedDate	Relationship Established Date	rdf property	ods:EntityRelationship	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:relationshipEstablishedDate	rdf property	dwc:Relationship	Relationship Established Date		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:identifier	Identifier	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:identifier	rdf property	dwc:Identifier	Identifier		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:title	Identifier Type	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:title	rdf property	dwc:Identifier	Identifier Type		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-06
dcterms:identifier	Identifier	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:mediaID	rdf property	ac:Media	Media ID		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:type	Type	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:type	rdf property	ac:Media	Type		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:title	Description	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:title	rdf property	ac:Media	Description		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:description	Title	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:description	rdf property	ac:Media	Title		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:language	Language	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:language	rdf property	ac:Media	Language		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:description	Description	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:description	rdf property	ac:Media	Description		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:metadataLanguageIRI	Metadata Language IRI	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:metadataLanguageIRI	rdf property	ac:Media	Metadata Language IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:metadataLanguageLiteral	Metadata Language Literal	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:metadataLanguageLiteral	rdf property	ac:Media	Metadata Language Literal		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:subtypeIRI	Subtype IRI	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:subtypeIRI	rdf property	ac:Media	Subtype IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
