subject_id	subject_label	subject_type	subject_category	predicate_id	object_id	object_label	object_type	object_category	Comment	author_id	mapping_provider	mapping_date
dwc:highestBiostratigraphicZone	Highest Biostratigraphic Zone	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd-efg:earthScienceSpecimen/unitStratigraphicDetermination/biostratigraphicAttributionsType/biostratigraphicAttribution/0/zonalFossilType	Zonal Fossil Type	rdf property	BiostratigraphicAttribution		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:highestBiostratigraphicZone	Highest Biostratigraphic Zone	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd-efg:earthScienceSpecimen/unitStratigraphicDetermination/biostratigraphicAttributionsType/biostratigraphicAttribution/0/fossilZoneName	Fossil Zone Name	rdf property	BiostratigraphicAttribution		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:highestBiostratigraphicZone	Highest Biostratigraphic Zone	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#broadMatch	abcd-efg:earthScienceSpecimen/unitStratigraphicDetermination/biostratigraphicAttributionsType/biostratigraphicAttribution/0/fossilSubzoneName	Fossil Subzone Name	rdf property	BiostratigraphicAttribution		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:lithostratigraphicTerms	Lithostratigraphic Terms	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:gathering/stratigraphy/lithostratigraphicTerms/lithostratigraphicTerm/0/term	Term	rdf property	LithostratigraphicAttribution	Takes the first lithostratigraphicAttribution	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:group	Group	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen/unitStratigraphicDetermination/lithostratigraphicAttributions/lithostratigraphicAttribution/0/group	Group	rdf property	LithostratigraphicAttribution	Takes the first lithostratigraphicAttribution	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:formation	Formation	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen/unitStratigraphicDetermination/lithostratigraphicAttributions/lithostratigraphicAttribution/0/formation	Formation	rdf property	LithostratigraphicAttribution	Takes the first lithostratigraphicAttribution	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:member	Member	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen/unitStratigraphicDetermination/lithostratigraphicAttributions/lithostratigraphicAttribution/0/member	Member	rdf property	LithostratigraphicAttribution	Takes the first lithostratigraphicAttribution	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:bed	Bed	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen/unitStratigraphicDetermination/lithostratigraphicAttributions/lithostratigraphicAttribution/0/bed	Bed	rdf property	LithostratigraphicAttribution	Takes the first lithostratigraphicAttribution	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:typeStatus	Type Status	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:specimenUnit/nomenclaturalTypeDesignations/nomenclaturalTypeDesignation/*/typeStatus	Type Status	rdf property	Identification	When abcd:specimenUnit/nomenclaturalTypeDesignations/nomenclaturalTypeDesignation/*/typifiedName/fullScientificNameString matches the scientific name in the first TaxonIdentification of this Identification	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:dateIdentified	Date Identified	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/date/dateText	Date Text	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
ods:isVerifiedIdentification	Is Verified Identification	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/preferredFlag	Preferred Flag	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationRemarks	Identification Remarks	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/notes/value	Value	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationQualifier	Identification Qualifier	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/identificationQualifier/nameAddendum	Name Addendum	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificName	Scientific Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/fullScientificNameString	Full Scientific Name String	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificName	Scientific Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:identifications/identification/*/result/taxonIdentified/informalNameString/value	Value	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificName	Scientific Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/zoological/namedIndividual	Named Individual	rdf property	Identification	ABCD has no description. Maybe this should be the organism name?	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificNameAuthorship	Scientific Name Authorship	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/authorTeam	Author Team	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonRank	Taxon Rank	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/rank	Rank	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:verbatimTaxonRank	Verbatim Taxon Rank	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/rank	Rank	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:kingdom	Kingdom	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""regnum"", ""kingdom"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:phylum	Phylum	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""phylum"", ""divisio"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:class	Class	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""classis"", ""class"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:order	Order	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""ordo"", ""order"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:family	Family	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""familia"", ""family"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subfamily	Subfamily	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""subfamilia"", ""subfamily"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:genus	Genus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/genusOrMonomial	Genus Or Monomial	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:genus	Genus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/zoological/genusOrMonomial	Genus Or Monomial	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:specificEpithet	Specific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/firstEpithet	First Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:specificEpithet	Specific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/zoological/speciesEpithet	Species Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:specificEpithet	Specific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/bacterial/speciesEpithet	Species Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:nomenclaturalCode	Nomenclatural Code	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/code	Code	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subgenus	Subgenus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/zoological/subgenus	Subgenus	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subgenus	Subgenus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/bacterial/subgenus	Subgenus	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:cultivarEpithet	Cultivar Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/cultivarName	Cultivar Name	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:cultivarEpithet	Cultivar Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/cultivarGroupName	Cultivar Group Name	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infragenericEpithet	Infrageneric Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/firstEpithet	First Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infragenericEpithet	Infrageneric Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/zoological/subgenus	Subgenus	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infragenericEpithet	Infrageneric Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/bacterial/subgenus	Subgenus	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/infraspecificEpithet	Infraspecific Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/botanical/secondEpithet	Second Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/zoological/subspeciesEpithet	Subspecies Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/result/taxonIdentified/scientificName/nameAtomised/bacterial/subspeciesEpithet	Subspecies Epithet	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subtribe	Subtribe	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""subtribus"", ""subtribe"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:superfamily	Superfamily	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""superfamilia"", ""superfamily"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:tribe	Tribe	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonName	Higher Taxon Name	rdf property	Identification	"When result/taxonIdentified/higherTaxa/higherTaxon/*/higherTaxonRank is one of ""tribus"", ""tribe"""	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:verbatimChronometricAge	Verbatim Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#broadMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/datingAccuracy	Dating Accuracy	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:earliestChronometricAge	Earliest Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/earliestDate	Earliest Date	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:earliestChronometricAgeReferenceSystem	Earliest Chronometric Age Reference System	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#broadMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/timeUnit	Time Unit	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:latestChronometricAge	Latest Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/latestDate	Latest Date	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:latestChronometricAgeReferenceSystem	Latest Chronometric Age Reference System	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#broadMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/timeUnit	Time Unit	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:materialDated	Material Dated	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/materialDated	Material Dated	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:chronometricAgeDeterminedDate	Chronometric Age Determined Date	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/analysisDateTime/exactDate/dateText	Date Text	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:chronometricAgeDeterminedDate	Chronometric Age Determined Date	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/analysisDateTime/dateText	Date Text	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:chronometricAgeReferences	Chronometric Age References	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/analysisReferences/uri	URI	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:chronometricAgeReferences	Chronometric Age References	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/analysisReferences/titleCitation	Title Citation	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:chronometricAgeReferences	Chronometric Age References	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#broadMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/analysisReferences/citationDetail	Citation Detail	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:chronometricAgeRemarks	Chronometric Age Remarks	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	abcd-efg:earthScienceSpecimen:unitStratigraphicDetermination/radiometricDates/radiometricDate/*/datingComment	Dating Comment	rdf property	RadiometricDates		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:id	ID	rdf property	Multimedia		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:unitID	Unit ID	rdf property	Unit		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:unitIDNumeric	Unit ID Numeric	rdf property	Unit		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:unitGUID	Unit GUID	rdf property	Unit		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:recordURI	Record URI	rdf property	Unit		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Identifier	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:specimenUnit/accessions/accessionDateAndAccessionCatalogueAndAccessionNumber/0/value	Value	rdf property	AccessionDateAndAccessionCatalogueAndAccessionNumber		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:unitReferences/unitReference/*/uri	URI	rdf property	Reference		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:identifier	Identifier	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:identifications/identification/*/references/reference/*/uri	URI	rdf property	Reference		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:description	Description	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:unitReferences/unitReference/*/citationDetail	Citation Detail	rdf property	Reference		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:description	Description	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/references/reference/*/citationDetail	Citation Detail	rdf property	Reference		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:bibliographicCitation	Bibliographic Citation	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:unitReferences/unitReference/*/titleCitation	Title Citation	rdf property	Reference		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:bibliographicCitation	Bibliographic Citation	rdf property	ods:Citation	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:identifications/identification/*/references/reference/*/titleCitation	Title Citation	rdf property	Reference		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:measurementType	Measurement Type	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:measurementsOrFacts/measurementOrFact/*/measurementOrFactAtomised/parameter/value	Value	rdf property	MeasurementOrFact		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:measurementDeterminedDate	Measurement Determined Date	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:measurementsOrFacts/measurementOrFact/*/measurementOrFactAtomised/measurementDateTime	Measurement Date Time	rdf property	MeasurementOrFact		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:measurementValue	Measurement Value	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:measurementsOrFacts/measurementOrFact/*/measurementOrFactAtomised/lowerValue	Lower Value	rdf property	MeasurementOrFact		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:measurementValue	Measurement Value	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:measurementsOrFacts/measurementOrFact/*/measurementOrFactAtomised/upperValue	Upper Value	rdf property	MeasurementOrFact		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:measurementAccuracy	Measurement Accuracy	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:measurementsOrFacts/measurementOrFact/*/measurementOrFactAtomised/accuracy	Accuracy	rdf property	MeasurementOrFact		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:measurementUnit	Measurement Unit	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:measurementsOrFacts/measurementOrFact/*/measurementOrFactAtomised/unitOfMeasurement	Unit Of Measurement	rdf property	MeasurementOrFact		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:measurementRemarks	Measurement Remarks	rdf property	ods:Assertion	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:measurementsOrFacts/measurementOrFact/*/measurementOrFactText/value	Value	rdf property	MeasurementOrFact		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
schema:name	Name	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:identifications/identification/*/identifiers/identifier/0/personName/fullName	Full Name	rdf property	Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
schema:name	Name	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:gathering/agents/gatheringAgent/*/person/fullName	Full Name	rdf property	Gathering		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
schema:name	Name	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:gathering/agents/gatheringAgent/*/person/agentText	Agent Text	rdf property	Gathering		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
ac:accessURI	Access URI	rdf property	ods:DigitalMedia	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:fileURI	File URI	rdf property	Multimedia		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:format	Format	rdf property	ods:DigitalMedia	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:format	Format	rdf property	Multimedia		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:description	Description	rdf property	ods:DigitalMedia	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:context/value	Value	rdf property	Multimedia		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:description	Description	rdf property	ods:DigitalMedia	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:comment/value	Value	rdf property	Multimedia		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:rights	Rights	rdf property	ods:DigitalMedia	http://www.w3.org/2004/02/skos/core#broadMatch	abcd:iprstatements/licenses/license/0/uri	URI	rdf property	Multimedia		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:rights	Rights	rdf property	ods:DigitalMedia	http://www.w3.org/2004/02/skos/core#exactMatch	abcd:iprstatements/licenses/license/0/text	Text	rdf property	Multimedia		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dcterms:rights	Rights	rdf property	ods:DigitalMedia	http://www.w3.org/2004/02/skos/core#narrowMatch	abcd:ipr/licenses/license/0/uri	URI	rdf property	DataSet	This is a dataset license	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
