subject_id	subject_label	subject_type	subject_category	predicate_id	object_id	object_label	object_type	object_category	Comment	author_id	mapping_provider	mapping_date
dwc:earliestPeriodOrLowestSystem	Earliest Period Or Lowest System	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestPeriodOrLowestSystem	Earliest Period Or Lowest System	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:latestPeriodOrHighestSystem	Latest Period Or Highest System	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestPeriodOrHighestSystem	Latest Period Or Highest System	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:earliestEpochOrLowestSeries	Earliest Epoch Or Lowest Series	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestEpochOrLowestSeries	Earliest Epoch Or Lowest Series	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:latestEpochOrHighestSeries	Latest Epoch Or Highest Series	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestEpochOrHighestSeries	Latest Epoch Or Highest Series	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:earliestAgeOrLowestStage	Earliest Age Or Lowest Stage	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:earliestAgeOrLowestStage	Earliest Age Or Lowest Stage	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:latestAgeOrHighestStage	Latest Age Or Highest Stage	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:latestAgeOrHighestStage	Latest Age Or Highest Stage	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:lowestBiostratigraphicZone	Lowest Biostratigraphic Zone	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:lowestBiostratigraphicZone	Lowest Biostratigraphic Zone	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:highestBiostratigraphicZone	Highest Biostratigraphic Zone	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:highestBiostratigraphicZone	Highest Biostratigraphic Zone	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:lithostratigraphicTerms	Lithostratigraphic Terms	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:lithostratigraphicTerms	Lithostratigraphic Terms	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:group	Group	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:group	Group	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:formation	Formation	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:formation	Formation	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:member	Member	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:member	Member	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:bed	Bed	rdf property	ods:GeologicalContext	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:bed	Bed	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationID	Identification ID	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:identificationID	Identification ID	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationID	Identification ID	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:identificationID	Identification ID	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:verbatimIdentification	Verbatim Identification	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:verbatimIdentification	Verbatim Identification	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:verbatimIdentification	Verbatim Identification	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:verbatimIdentification	Verbatim Identification	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:typeStatus	Type Status	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:typeStatus	Type Status	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:typeStatus	Type Status	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:typeStatus	Type Status	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:dateIdentified	Date Identified	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:dateIdentified	Date Identified	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:dateIdentified	Date Identified	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:dateIdentified	Date Identified	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationRemarks	Identification Remarks	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:identificationRemarks	Identification Remarks	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationRemarks	Identification Remarks	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:identificationRemarks	Identification Remarks	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationQualifier	Identification Qualifier	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:identificationQualifier	Identification Qualifier	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:identificationQualifier	Identification Qualifier	rdf property	ods:Identification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:identificationQualifier	Identification Qualifier	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonID	Taxon ID	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonID	Taxon ID	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonID	Taxon ID	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonID	Taxon ID	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificName	Scientific Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:scientificName	Scientific Name	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificName	Scientific Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:scientificName	Scientific Name	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificNameID	Scientific Name ID	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:scientificNameID	Scientific Name ID	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificNameID	Scientific Name ID	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:scientificNameID	Scientific Name ID	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificNameAuthorship	Scientific Name Authorship	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:scientificNameAuthorship	Scientific Name Authorship	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:scientificNameAuthorship	Scientific Name Authorship	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:scientificNameAuthorship	Scientific Name Authorship	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:namePublishedInYear	Name Published In Year	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:namePublishedInYear	Name Published In Year	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:namePublishedInYear	Name Published In Year	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:namePublishedInYear	Name Published In Year	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonRank	Taxon Rank	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonRank	Taxon Rank	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonRank	Taxon Rank	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonRank	Taxon Rank	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:verbatimTaxonRank	Verbatim Taxon Rank	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:verbatimTaxonRank	Verbatim Taxon Rank	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:verbatimTaxonRank	Verbatim Taxon Rank	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:verbatimTaxonRank	Verbatim Taxon Rank	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonRemarks	Taxon Remarks	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonRemarks	Taxon Remarks	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonRemarks	Taxon Remarks	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonRemarks	Taxon Remarks	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:kingdom	Kingdom	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:kingdom	Kingdom	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:kingdom	Kingdom	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:kingdom	Kingdom	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:phylum	Phylum	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:phylum	Phylum	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:phylum	Phylum	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:phylum	Phylum	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:class	Class	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:class	Class	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:class	Class	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:class	Class	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:order	Order	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:order	Order	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:order	Order	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:order	Order	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:family	Family	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:family	Family	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:family	Family	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:family	Family	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subfamily	Subfamily	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subfamily	Subfamily	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subfamily	Subfamily	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subfamily	Subfamily	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:genus	Genus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:genus	Genus	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:genus	Genus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:genus	Genus	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:specificEpithet	Specific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:specificEpithet	Specific Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:specificEpithet	Specific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:specificEpithet	Specific Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonomicStatus	Taxonomic Status	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonomicStatus	Taxonomic Status	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:taxonomicStatus	Taxonomic Status	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:taxonomicStatus	Taxonomic Status	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:nomenclaturalCode	Nomenclatural Code	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:nomenclaturalCode	Nomenclatural Code	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:nomenclaturalCode	Nomenclatural Code	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:nomenclaturalCode	Nomenclatural Code	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:vernacularName	Vernacular Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:vernacularName	Vernacular Name	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:vernacularName	Vernacular Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:vernacularName	Vernacular Name	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subgenus	Subgenus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subgenus	Subgenus	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subgenus	Subgenus	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subgenus	Subgenus	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:acceptedNameUsage	Accepted Name Usage	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:acceptedNameUsage	Accepted Name Usage	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:acceptedNameUsage	Accepted Name Usage	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:acceptedNameUsage	Accepted Name Usage	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:acceptedNameUsageID	Accepted Name Usage ID	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:acceptedNameUsageID	Accepted Name Usage ID	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:acceptedNameUsageID	Accepted Name Usage ID	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:acceptedNameUsageID	Accepted Name Usage ID	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:cultivarEpithet	Cultivar Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:cultivarEpithet	Cultivar Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:cultivarEpithet	Cultivar Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:cultivarEpithet	Cultivar Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:genericName	Generic Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:genericName	Generic Name	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:genericName	Generic Name	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:genericName	Generic Name	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infragenericEpithet	Infrageneric Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:infragenericEpithet	Infrageneric Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infragenericEpithet	Infrageneric Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:infragenericEpithet	Infrageneric Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:infraspecificEpithet	Infraspecific Epithet	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:nomenclaturalStatus	Nomenclatural Status	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:nomenclaturalStatus	Nomenclatural Status	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:nomenclaturalStatus	Nomenclatural Status	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:nomenclaturalStatus	Nomenclatural Status	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:originalNameUsage	Original Name Usage	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:originalNameUsage	Original Name Usage	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:originalNameUsage	Original Name Usage	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:originalNameUsage	Original Name Usage	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subtribe	Subtribe	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subtribe	Subtribe	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:subtribe	Subtribe	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:subtribe	Subtribe	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:superfamily	Superfamily	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:superfamily	Superfamily	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:superfamily	Superfamily	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:superfamily	Superfamily	rdf property	http://rs.tdwg.org/dwc/terms/Identification		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:tribe	Tribe	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:tribe	Tribe	rdf property	http://rs.tdwg.org/dwc/terms/Occurrence		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
dwc:tribe	Tribe	rdf property	ods:TaxonIdentification	http://www.w3.org/2004/02/skos/core#exactMatch	dwc:tribe	Tribe	rdf property	http://rs.tdwg.org/dwc/terms/Identification				2025-10-10
chrono:chronometricAgeID	Chronometric Age ID	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeID	Chronometric Age ID	rdf property	http://rs.tdwg.org/chrono/terms/ChronometricAge		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:verbatimChronometricAge	Verbatim Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:verbatimChronometricAge	Verbatim Chronometric Age	rdf property	http://rs.tdwg.org/chrono/terms/ChronometricAge		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:uncalibratedChronometricAge	Uncalibrated Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:uncalibratedChronometricAge	Uncalibrated Chronometric Age	rdf property	http://rs.tdwg.org/chrono/terms/ChronometricAge		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:chronometricAgeConversionProtocol	Chronometric Age Conversion Protocol	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:chronometricAgeConversionProtocol	Chronometric Age Conversion Protocol	rdf property	http://rs.tdwg.org/chrono/terms/ChronometricAge		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:earliestChronometricAge	Earliest Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:earliestChronometricAge	Earliest Chronometric Age	rdf property	http://rs.tdwg.org/chrono/terms/ChronometricAge		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:earliestChronometricAgeReferenceSystem	Earliest Chronometric Age Reference System	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:earliestChronometricAgeReferenceSystem	Earliest Chronometric Age Reference System	rdf property	http://rs.tdwg.org/chrono/terms/ChronometricAge		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
chrono:latestChronometricAge	Latest Chronometric Age	rdf property	ods:ChronometricAge	http://www.w3.org/2004/02/skos/core#exactMatch	chrono:latestChronometricAge	Latest Chronometric Age	rdf property	http://rs.tdwg.org/chrono/terms/ChronometricAge		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-10
